Date,Time,Time since 1970-01-01T00:00:00Z,,T,,x,
2026-03-05,14:49:06.136235,1772718546.136235,s,94.079044,s,10166,
2026-03-05,14:49:06.393781,1772718546.393781,s,94.33659,s,10278,
2026-03-05,14:49:06.636493,1772718546.636493,s,94.579302,s,10413,
2026-03-05,14:49:06.894288,1772718546.894288,s,94.837097,s,10509,
2026-03-05,14:49:07.136788,1772718547.136788,s,95.079597,s,10634,
2026-03-05,14:49:07.394753,1772718547.394753,s,95.337562,s,10718,
2026-03-05,14:49:07.636999,1772718547.636999,s,95.579808,s,10832,
2026-03-05,14:49:07.895224,1772718547.895224,s,95.838033,s,10901,
2026-03-05,14:49:08.137508,1772718548.137508,s,96.080317,s,10995,
2026-03-05,14:49:08.395729,1772718548.395729,s,96.338538,s,11068,
2026-03-05,14:49:08.638011,1772718548.638011,s,96.58082,s,11149,
2026-03-05,14:49:08.896284,1772718548.896284,s,96.839093,s,11205,
2026-03-05,14:49:09.138550,1772718549.13855,s,97.081359,s,11275,
2026-03-05,14:49:09.396753,1772718549.396753,s,97.339562,s,11334,
2026-03-05,14:49:09.639041,1772718549.639041,s,97.58185,s,11380,
2026-03-05,14:49:09.897275,1772718549.897275,s,97.840084,s,11430,
2026-03-05,14:49:10.139571,1772718550.139571,s,98.08238,s,11483,
2026-03-05,14:49:10.397833,1772718550.397833,s,98.340642,s,11525,
2026-03-05,14:49:10.640076,1772718550.640076,s,98.582885,s,11573,
2026-03-05,14:49:10.898310,1772718550.89831,s,98.841119,s,11610,
2026-03-05,14:49:11.140604,1772718551.140604,s,99.083413,s,11668,
2026-03-05,14:49:11.398879,1772718551.398879,s,99.341688,s,11682,
2026-03-05,14:49:11.641139,1772718551.641139,s,99.583948,s,11732,
2026-03-05,14:49:11.899382,1772718551.899382,s,99.842191,s,11760,
2026-03-05,14:49:12.141402,1772718552.141402,s,100.084211,s,11816,
2026-03-05,14:49:12.400043,1772718552.400043,s,100.342852,s,11823,
2026-03-05,14:49:12.641911,1772718552.641911,s,100.58472,s,11870,
2026-03-05,14:49:12.900524,1772718552.900524,s,100.843333,s,11895,
2026-03-05,14:49:13.142425,1772718553.142425,s,101.085234,s,11944,
2026-03-05,14:49:13.400969,1772718553.400969,s,101.343778,s,11964,
2026-03-05,14:49:13.642914,1772718553.642914,s,101.585723,s,12005,
2026-03-05,14:49:13.901383,1772718553.901383,s,101.844192,s,12026,
2026-03-05,14:49:14.143438,1772718554.143438,s,102.086247,s,12058,
2026-03-05,14:49:14.401830,1772718554.40183,s,102.344639,s,12093,
2026-03-05,14:49:14.643979,1772718554.643979,s,102.586788,s,12116,
2026-03-05,14:49:14.902199,1772718554.902199,s,102.845008,s,12142,
2026-03-05,14:49:15.144474,1772718555.144474,s,103.087283,s,12176,
2026-03-05,14:49:15.402658,1772718555.402658,s,103.345467,s,12201,
2026-03-05,14:49:15.644998,1772718555.644998,s,103.587807,s,12224,
2026-03-05,14:49:15.903003,1772718555.903003,s,103.845812,s,12241,
2026-03-05,14:49:16.145483,1772718556.145483,s,104.088292,s,12294,
2026-03-05,14:49:16.403328,1772718556.403328,s,104.346137,s,12313,
2026-03-05,14:49:16.645915,1772718556.645915,s,104.588724,s,12342,
2026-03-05,14:49:16.903836,1772718556.903836,s,104.846645,s,12365,
2026-03-05,14:49:17.146367,1772718557.146367,s,105.089176,s,12395,
2026-03-05,14:49:17.404304,1772718557.404304,s,105.347113,s,12415,
2026-03-05,14:49:17.646776,1772718557.646776,s,105.589585,s,12445,
2026-03-05,14:49:17.904615,1772718557.904615,s,105.847424,s,12467,
2026-03-05,14:49:18.147226,1772718558.147226,s,106.090035,s,12489,
2026-03-05,14:49:18.405139,1772718558.405139,s,106.347948,s,12514,
2026-03-05,14:49:18.647569,1772718558.647569,s,106.590378,s,12542,
2026-03-05,14:49:18.905637,1772718558.905637,s,106.848446,s,12556,
2026-03-05,14:49:19.147917,1772718559.147917,s,107.090726,s,12589,
2026-03-05,14:49:19.406144,1772718559.406144,s,107.348953,s,12612,
2026-03-05,14:49:19.648240,1772718559.64824,s,107.591049,s,12648,
2026-03-05,14:49:19.906670,1772718559.90667,s,107.849479,s,12662,
2026-03-05,14:49:20.148616,1772718560.148616,s,108.091425,s,12683,
2026-03-05,14:49:20.407166,1772718560.407166,s,108.349975,s,12712,
2026-03-05,14:49:20.648922,1772718560.648922,s,108.591731,s,12745,
2026-03-05,14:49:20.907632,1772718560.907632,s,108.850441,s,12765,
2026-03-05,14:49:21.149216,1772718561.149216,s,109.092025,s,12784,
2026-03-05,14:49:21.408177,1772718561.408177,s,109.350986,s,12815,
2026-03-05,14:49:21.649517,1772718561.649517,s,109.592326,s,12831,
2026-03-05,14:49:21.908658,1772718561.908658,s,109.851467,s,12858,
2026-03-05,14:49:22.149820,1772718562.14982,s,110.092629,s,12889,
2026-03-05,14:49:22.409180,1772718562.40918,s,110.351989,s,12900,
2026-03-05,14:49:22.650115,1772718562.650115,s,110.592924,s,12928,
2026-03-05,14:49:22.909659,1772718562.909659,s,110.852468,s,12947,
2026-03-05,14:49:23.150588,1772718563.150588,s,111.093397,s,12984,
2026-03-05,14:49:23.410140,1772718563.41014,s,111.352949,s,12988,
2026-03-05,14:49:23.651142,1772718563.651142,s,111.593951,s,13017,
2026-03-05,14:49:23.910650,1772718563.91065,s,111.853459,s,13034,
2026-03-05,14:49:24.151650,1772718564.15165,s,112.094459,s,13065,
2026-03-05,14:49:24.411137,1772718564.411137,s,112.353946,s,13074,
2026-03-05,14:49:24.652158,1772718564.652158,s,112.594967,s,13103,
2026-03-05,14:49:24.911682,1772718564.911682,s,112.854491,s,13119,
2026-03-05,14:49:25.152644,1772718565.152644,s,113.095453,s,13145,
2026-03-05,14:49:25.412223,1772718565.412223,s,113.355032,s,13169,
2026-03-05,14:49:25.653094,1772718565.653094,s,113.595903,s,13199,
2026-03-05,14:49:25.912751,1772718565.912751,s,113.85556,s,13212,
2026-03-05,14:49:26.153544,1772718566.153544,s,114.096353,s,13233,
2026-03-05,14:49:26.413233,1772718566.413233,s,114.356042,s,13254,
2026-03-05,14:49:26.653859,1772718566.653859,s,114.596668,s,13275,
2026-03-05,14:49:26.913639,1772718566.913639,s,114.856448,s,13297,
2026-03-05,14:49:27.154426,1772718567.154426,s,115.097235,s,13320,
2026-03-05,14:49:27.413946,1772718567.413946,s,115.356755,s,13347,
2026-03-05,14:49:27.654964,1772718567.654964,s,115.597773,s,13364,
2026-03-05,14:49:27.914349,1772718567.914349,s,115.857158,s,13381,
2026-03-05,14:49:28.155331,1772718568.155331,s,116.09814,s,13413,
2026-03-05,14:49:28.414626,1772718568.414626,s,116.357435,s,13427,
2026-03-05,14:49:28.655796,1772718568.655796,s,116.598605,s,13447,
2026-03-05,14:49:28.915053,1772718568.915053,s,116.857862,s,13458,
2026-03-05,14:49:29.156272,1772718569.156272,s,117.099081,s,13485,
2026-03-05,14:49:29.415370,1772718569.41537,s,117.358179,s,13508,
2026-03-05,14:49:29.656826,1772718569.656826,s,117.599635,s,13517,
2026-03-05,14:49:29.915598,1772718569.915598,s,117.858407,s,13549,
2026-03-05,14:49:30.157301,1772718570.157301,s,118.10011,s,13564,
2026-03-05,14:49:30.415922,1772718570.415922,s,118.358731,s,13590,
2026-03-05,14:49:30.657752,1772718570.657752,s,118.600561,s,13603,
2026-03-05,14:49:30.916187,1772718570.916187,s,118.858996,s,13630,
2026-03-05,14:49:31.158093,1772718571.158093,s,119.100902,s,13642,
2026-03-05,14:49:31.416682,1772718571.416682,s,119.359491,s,13664,
2026-03-05,14:49:31.658547,1772718571.658547,s,119.601356,s,13687,
2026-03-05,14:49:31.917163,1772718571.917163,s,119.859972,s,13705,
2026-03-05,14:49:32.158988,1772718572.158988,s,120.101797,s,13724,
2026-03-05,14:49:32.417589,1772718572.417589,s,120.360398,s,13742,
2026-03-05,14:49:32.659246,1772718572.659246,s,120.602055,s,13762,
2026-03-05,14:49:32.918080,1772718572.91808,s,120.860889,s,13785,
2026-03-05,14:49:33.159633,1772718573.159633,s,121.102442,s,13797,
2026-03-05,14:49:33.418564,1772718573.418564,s,121.361373,s,13819,
2026-03-05,14:49:33.660158,1772718573.660158,s,121.602967,s,13839,
2026-03-05,14:49:33.919030,1772718573.91903,s,121.861839,s,13862,
2026-03-05,14:49:34.160449,1772718574.160449,s,122.103258,s,13874,
2026-03-05,14:49:34.419531,1772718574.419531,s,122.36234,s,13883,
2026-03-05,14:49:34.660773,1772718574.660773,s,122.603582,s,13903,
2026-03-05,14:49:34.920051,1772718574.920051,s,122.86286,s,13934,
2026-03-05,14:49:35.161087,1772718575.161087,s,123.103896,s,13951,
2026-03-05,14:49:35.420570,1772718575.42057,s,123.363379,s,13966,
2026-03-05,14:49:35.661316,1772718575.661316,s,123.604125,s,13985,
2026-03-05,14:49:35.921136,1772718575.921136,s,123.863945,s,14010,
2026-03-05,14:49:36.161531,1772718576.161531,s,124.10434,s,14021,
2026-03-05,14:49:36.421653,1772718576.421653,s,124.364462,s,14044,
2026-03-05,14:49:36.661817,1772718576.661817,s,124.604626,s,14067,
2026-03-05,14:49:36.922010,1772718576.92201,s,124.864819,s,14088,
2026-03-05,14:49:37.162052,1772718577.162052,s,125.104861,s,14094,
2026-03-05,14:49:37.422479,1772718577.422479,s,125.365288,s,14117,
2026-03-05,14:49:37.662578,1772718577.662578,s,125.605387,s,14130,
2026-03-05,14:49:37.922832,1772718577.922832,s,125.865641,s,14163,
2026-03-05,14:49:38.162858,1772718578.162858,s,126.105667,s,14165,
2026-03-05,14:49:38.423305,1772718578.423305,s,126.366114,s,14193,
2026-03-05,14:49:38.663391,1772718578.663391,s,126.6062,s,14202,
2026-03-05,14:49:38.923696,1772718578.923696,s,126.866505,s,14225,
2026-03-05,14:49:39.163925,1772718579.163925,s,127.106734,s,14236,
2026-03-05,14:49:39.424212,1772718579.424212,s,127.367021,s,14262,
2026-03-05,14:49:39.664433,1772718579.664433,s,127.607242,s,14271,
2026-03-05,14:49:39.924693,1772718579.924693,s,127.867502,s,14286,
2026-03-05,14:49:40.164920,1772718580.16492,s,128.107729,s,14319,
2026-03-05,14:49:40.425142,1772718580.425142,s,128.367951,s,14329,
2026-03-05,14:49:40.665419,1772718580.665419,s,128.608228,s,14347,
2026-03-05,14:49:40.925578,1772718580.925578,s,128.868387,s,14359,
2026-03-05,14:49:41.165882,1772718581.165882,s,129.108691,s,14381,
2026-03-05,14:49:41.426010,1772718581.42601,s,129.368819,s,14397,
2026-03-05,14:49:41.666333,1772718581.666333,s,129.609142,s,14405,
2026-03-05,14:49:41.926308,1772718581.926308,s,129.869117,s,14432,
2026-03-05,14:49:42.166661,1772718582.166661,s,130.10947,s,14436,
2026-03-05,14:49:42.426745,1772718582.426745,s,130.369554,s,14466,
2026-03-05,14:49:42.667160,1772718582.66716,s,130.609969,s,14480,
2026-03-05,14:49:42.927087,1772718582.927087,s,130.869896,s,14501,
2026-03-05,14:49:43.167639,1772718583.167639,s,131.110448,s,14512,
2026-03-05,14:49:43.427443,1772718583.427443,s,131.370252,s,14530,
2026-03-05,14:49:43.668139,1772718583.668139,s,131.610948,s,14555,
2026-03-05,14:49:43.927895,1772718583.927895,s,131.870704,s,14569,
2026-03-05,14:49:44.168632,1772718584.168632,s,132.111441,s,14585,
2026-03-05,14:49:44.428515,1772718584.428515,s,132.371324,s,14601,
2026-03-05,14:49:44.669091,1772718584.669091,s,132.6119,s,14619,
2026-03-05,14:49:44.928853,1772718584.928853,s,132.871662,s,14632,
2026-03-05,14:49:45.169434,1772718585.169434,s,133.112243,s,14643,
2026-03-05,14:49:45.429309,1772718585.429309,s,133.372118,s,14681,
2026-03-05,14:49:45.669905,1772718585.669905,s,133.612714,s,14677,
2026-03-05,14:49:45.929573,1772718585.929573,s,133.872382,s,14699,
2026-03-05,14:49:46.170266,1772718586.170266,s,134.113075,s,14717,
2026-03-05,14:49:46.429845,1772718586.429845,s,134.372654,s,14739,
2026-03-05,14:49:46.670730,1772718586.67073,s,134.613539,s,14743,
2026-03-05,14:49:46.930367,1772718586.930367,s,134.873176,s,14755,
2026-03-05,14:49:47.171183,1772718587.171183,s,135.113992,s,14780,
2026-03-05,14:49:47.430877,1772718587.430877,s,135.373686,s,14790,
2026-03-05,14:49:47.671426,1772718587.671426,s,135.614235,s,14804,
2026-03-05,14:49:47.931278,1772718587.931278,s,135.874087,s,14825,
2026-03-05,14:49:48.171753,1772718588.171753,s,136.114562,s,14840,
2026-03-05,14:49:48.431838,1772718588.431838,s,136.374647,s,14860,
2026-03-05,14:49:48.672116,1772718588.672116,s,136.614925,s,14880,
2026-03-05,14:49:48.932398,1772718588.932398,s,136.875207,s,14902,
2026-03-05,14:49:49.172362,1772718589.172362,s,137.115171,s,14903,
2026-03-05,14:49:49.432918,1772718589.432918,s,137.375727,s,14927,
2026-03-05,14:49:49.672710,1772718589.67271,s,137.615519,s,14943,
2026-03-05,14:49:49.933249,1772718589.933249,s,137.876058,s,14955,
2026-03-05,14:49:50.173049,1772718590.173049,s,138.115858,s,14964,
2026-03-05,14:49:50.433750,1772718590.43375,s,138.376559,s,14988,
2026-03-05,14:49:50.673250,1772718590.67325,s,138.616059,s,14995,
2026-03-05,14:49:50.934188,1772718590.934188,s,138.876997,s,15019,
2026-03-05,14:49:51.173550,1772718591.17355,s,139.116359,s,15031,
2026-03-05,14:49:51.434664,1772718591.434664,s,139.377473,s,15058,
2026-03-05,14:49:51.673846,1772718591.673846,s,139.616655,s,15066,
2026-03-05,14:49:51.935139,1772718591.935139,s,139.877948,s,15082,
2026-03-05,14:49:52.174162,1772718592.174162,s,140.116971,s,15102,
2026-03-05,14:49:52.435579,1772718592.435579,s,140.378388,s,15110,
2026-03-05,14:49:52.674429,1772718592.674429,s,140.617238,s,15124,
2026-03-05,14:49:52.936044,1772718592.936044,s,140.878853,s,15139,
2026-03-05,14:49:53.174980,1772718593.17498,s,141.117789,s,15158,
2026-03-05,14:49:53.436598,1772718593.436598,s,141.379407,s,15175,
2026-03-05,14:49:53.675514,1772718593.675514,s,141.618323,s,15184,
2026-03-05,14:49:53.937092,1772718593.937092,s,141.879901,s,15209,
2026-03-05,14:49:54.176030,1772718594.17603,s,142.118839,s,15214,
2026-03-05,14:49:54.437667,1772718594.437667,s,142.380476,s,15239,
2026-03-05,14:49:54.676513,1772718594.676513,s,142.619322,s,15249,
2026-03-05,14:49:54.938096,1772718594.938096,s,142.880905,s,15270,
2026-03-05,14:49:55.176969,1772718595.176969,s,143.119778,s,15282,
2026-03-05,14:49:55.438517,1772718595.438517,s,143.381326,s,15293,
2026-03-05,14:49:55.677497,1772718595.677497,s,143.620306,s,15311,
2026-03-05,14:49:55.938866,1772718595.938866,s,143.881675,s,15326,
2026-03-05,14:49:56.177871,1772718596.177871,s,144.12068,s,15340,
2026-03-05,14:49:56.439232,1772718596.439232,s,144.382041,s,15357,
2026-03-05,14:49:56.678370,1772718596.67837,s,144.621179,s,15366,
2026-03-05,14:49:56.939579,1772718596.939579,s,144.882388,s,15388,
2026-03-05,14:49:57.178856,1772718597.178856,s,145.121665,s,15396,
2026-03-05,14:49:57.439922,1772718597.439922,s,145.382731,s,15416,
2026-03-05,14:49:57.679362,1772718597.679362,s,145.622171,s,15427,
2026-03-05,14:49:57.940141,1772718597.940141,s,145.88295,s,15440,
2026-03-05,14:49:58.179883,1772718598.179883,s,146.122692,s,15468,
2026-03-05,14:49:58.440403,1772718598.440403,s,146.383212,s,15475,
2026-03-05,14:49:58.680387,1772718598.680387,s,146.623196,s,15364,
2026-03-05,14:49:58.940727,1772718598.940727,s,146.883536,s,15250,
2026-03-05,14:49:59.180870,1772718599.18087,s,147.123679,s,15224,
2026-03-05,14:49:59.441252,1772718599.441252,s,147.384061,s,15162,
2026-03-05,14:49:59.681380,1772718599.68138,s,147.624189,s,15154,
2026-03-05,14:49:59.941645,1772718599.941645,s,147.884454,s,15116,
2026-03-05,14:50:00.181863,1772718600.181863,s,148.124672,s,15098,
2026-03-05,14:50:00.441969,1772718600.441969,s,148.384778,s,15072,
2026-03-05,14:50:00.682322,1772718600.682322,s,148.625131,s,15068,
2026-03-05,14:50:00.942230,1772718600.94223,s,148.885039,s,15051,
2026-03-05,14:50:01.182776,1772718601.182776,s,149.125585,s,15037,
2026-03-05,14:50:01.442522,1772718601.442522,s,149.385331,s,15023,
2026-03-05,14:50:01.683233,1772718601.683233,s,149.626042,s,15013,
2026-03-05,14:50:01.943144,1772718601.943144,s,149.885953,s,15001,
2026-03-05,14:50:02.183683,1772718602.183683,s,150.126492,s,14996,
2026-03-05,14:50:02.443664,1772718602.443664,s,150.386473,s,14993,
2026-03-05,14:50:02.684133,1772718602.684133,s,150.626942,s,14980,
2026-03-05,14:50:02.944170,1772718602.94417,s,150.886979,s,14967,
2026-03-05,14:50:03.184594,1772718603.184594,s,151.127403,s,14966,
2026-03-05,14:50:03.444441,1772718603.444441,s,151.38725,s,14958,
2026-03-05,14:50:03.684936,1772718603.684936,s,151.627745,s,14948,
2026-03-05,14:50:03.944938,1772718603.944938,s,151.887747,s,14932,
2026-03-05,14:50:04.185239,1772718604.185239,s,152.128048,s,14932,
2026-03-05,14:50:04.445500,1772718604.4455,s,152.388309,s,14921,
2026-03-05,14:50:04.685601,1772718604.685601,s,152.62841,s,14915,
2026-03-05,14:50:04.945983,1772718604.945983,s,152.888792,s,14908,
2026-03-05,14:50:05.185923,1772718605.185923,s,153.128732,s,14909,
2026-03-05,14:50:05.446537,1772718605.446537,s,153.389346,s,14855,
2026-03-05,14:50:05.686227,1772718605.686227,s,153.629036,s,14224,
2026-03-05,14:50:05.947028,1772718605.947028,s,153.889837,s,13489,
2026-03-05,14:50:06.186509,1772718606.186509,s,154.129318,s,12936,
2026-03-05,14:50:06.447603,1772718606.447603,s,154.390412,s,12213,
2026-03-05,14:50:06.686806,1772718606.686806,s,154.629615,s,11684,
2026-03-05,14:50:06.948032,1772718606.948032,s,154.890841,s,10994,
2026-03-05,14:50:07.187100,1772718607.1871,s,155.129909,s,10484,
2026-03-05,14:50:07.448609,1772718607.448609,s,155.391418,s,9810,
2026-03-05,14:50:07.687575,1772718607.687575,s,155.630384,s,9317,
2026-03-05,14:50:07.948965,1772718607.948965,s,155.891774,s,8635,
2026-03-05,14:50:08.188217,1772718608.188217,s,156.131026,s,8148,
2026-03-05,14:50:08.449476,1772718608.449476,s,156.392285,s,7510,
2026-03-05,14:50:08.688710,1772718608.68871,s,156.631519,s,7026,
2026-03-05,14:50:08.949960,1772718608.94996,s,156.892769,s,6395,
2026-03-05,14:50:09.189010,1772718609.18901,s,157.131819,s,5930,
2026-03-05,14:50:09.450264,1772718609.450264,s,157.393073,s,5331,
2026-03-05,14:50:09.689456,1772718609.689456,s,157.632265,s,4890,
2026-03-05,14:50:09.950814,1772718609.950814,s,157.893623,s,4313,
2026-03-05,14:50:10.189700,1772718610.1897,s,158.132509,s,4027,
2026-03-05,14:50:10.451142,1772718610.451142,s,158.393951,s,4353,
2026-03-05,14:50:10.690142,1772718610.690142,s,158.632951,s,4683,
2026-03-05,14:50:10.951473,1772718610.951473,s,158.894282,s,5486,
2026-03-05,14:50:11.190528,1772718611.190528,s,159.133337,s,5815,
2026-03-05,14:50:11.451801,1772718611.451801,s,159.39461,s,6637,
2026-03-05,14:50:11.690985,1772718611.690985,s,159.633794,s,6974,
2026-03-05,14:50:11.952035,1772718611.952035,s,159.894844,s,7817,
2026-03-05,14:50:12.191253,1772718612.191253,s,160.134062,s,8141,
2026-03-05,14:50:12.452323,1772718612.452323,s,160.395132,s,8803,
2026-03-05,14:50:12.691757,1772718612.691757,s,160.634566,s,9321,
2026-03-05,14:50:12.952698,1772718612.952698,s,160.895507,s,9999,
2026-03-05,14:50:13.192209,1772718613.192209,s,161.135018,s,10504,
2026-03-05,14:50:13.453140,1772718613.45314,s,161.395949,s,11183,
2026-03-05,14:50:13.692583,1772718613.692583,s,161.635392,s,11670,
2026-03-05,14:50:13.953565,1772718613.953565,s,161.896374,s,12331,
2026-03-05,14:50:14.193101,1772718614.193101,s,162.13591,s,12840,
2026-03-05,14:50:14.453854,1772718614.453854,s,162.396663,s,13495,
2026-03-05,14:50:14.693665,1772718614.693665,s,162.636474,s,13973,
2026-03-05,14:50:14.954232,1772718614.954232,s,162.897041,s,14575,
2026-03-05,14:50:15.194149,1772718615.194149,s,163.136958,s,14963,
2026-03-05,14:50:15.454601,1772718615.454601,s,163.39741,s,15301,
2026-03-05,14:50:15.694592,1772718615.694592,s,163.637401,s,15432,
2026-03-05,14:50:15.954903,1772718615.954903,s,163.897712,s,15518,
2026-03-05,14:50:16.194939,1772718616.194939,s,164.137748,s,15552,
2026-03-05,14:50:16.455429,1772718616.455429,s,164.398238,s,15576,
2026-03-05,14:50:16.695398,1772718616.695398,s,164.638207,s,15585,
2026-03-05,14:50:16.955956,1772718616.955956,s,164.898765,s,15615,
2026-03-05,14:50:17.195750,1772718617.19575,s,165.138559,s,15612,
2026-03-05,14:50:17.456491,1772718617.456491,s,165.3993,s,15623,
2026-03-05,14:50:17.696117,1772718617.696117,s,165.638926,s,15632,
2026-03-05,14:50:17.956967,1772718617.956967,s,165.899776,s,15646,
2026-03-05,14:50:18.196571,1772718618.196571,s,166.13938,s,15659,
2026-03-05,14:50:18.457499,1772718618.457499,s,166.400308,s,15656,
2026-03-05,14:50:18.696915,1772718618.696915,s,166.639724,s,15677,
2026-03-05,14:50:18.957965,1772718618.957965,s,166.900774,s,15684,
2026-03-05,14:50:19.197238,1772718619.197238,s,167.140047,s,15694,
2026-03-05,14:50:19.458522,1772718619.458522,s,167.401331,s,15709,
2026-03-05,14:50:19.697488,1772718619.697488,s,167.640297,s,15716,
2026-03-05,14:50:19.959076,1772718619.959076,s,167.901885,s,15730,
2026-03-05,14:50:20.197839,1772718620.197839,s,168.140648,s,15737,
2026-03-05,14:50:20.459616,1772718620.459616,s,168.402425,s,15756,
2026-03-05,14:50:20.698149,1772718620.698149,s,168.640958,s,15769,
2026-03-05,14:50:20.960151,1772718620.960151,s,168.90296,s,15780,
2026-03-05,14:50:21.198368,1772718621.198368,s,169.141177,s,15791,
2026-03-05,14:50:21.460665,1772718621.460665,s,169.403474,s,15804,
2026-03-05,14:50:21.698609,1772718621.698609,s,169.641418,s,15806,
2026-03-05,14:50:21.961152,1772718621.961152,s,169.903961,s,15822,
2026-03-05,14:50:22.198872,1772718622.198872,s,170.141681,s,15834,
2026-03-05,14:50:22.461714,1772718622.461714,s,170.404523,s,15846,
2026-03-05,14:50:22.699222,1772718622.699222,s,170.642031,s,15865,
2026-03-05,14:50:22.962225,1772718622.962225,s,170.905034,s,15887,
2026-03-05,14:50:23.199727,1772718623.199727,s,171.142536,s,15893,
2026-03-05,14:50:23.462737,1772718623.462737,s,171.405546,s,15906,
2026-03-05,14:50:23.700091,1772718623.700091,s,171.6429,s,15920,
2026-03-05,14:50:23.963199,1772718623.963199,s,171.906008,s,15923,
2026-03-05,14:50:24.200384,1772718624.200384,s,172.143193,s,15940,
2026-03-05,14:50:24.463658,1772718624.463658,s,172.406467,s,15950,
2026-03-05,14:50:24.700839,1772718624.700839,s,172.643648,s,15966,
2026-03-05,14:50:24.964073,1772718624.964073,s,172.906882,s,15979,
2026-03-05,14:50:25.201324,1772718625.201324,s,173.144133,s,15988,
2026-03-05,14:50:25.464502,1772718625.464502,s,173.407311,s,16011,
2026-03-05,14:50:25.701808,1772718625.701808,s,173.644617,s,16019,
2026-03-05,14:50:25.964914,1772718625.964914,s,173.907723,s,16037,
2026-03-05,14:50:26.202365,1772718626.202365,s,174.145174,s,16053,
2026-03-05,14:50:26.465332,1772718626.465332,s,174.408141,s,16065,
2026-03-05,14:50:26.702777,1772718626.702777,s,174.645586,s,16076,
2026-03-05,14:50:26.965736,1772718626.965736,s,174.908545,s,16084,
2026-03-05,14:50:27.203270,1772718627.20327,s,175.146079,s,16101,
2026-03-05,14:50:27.466151,1772718627.466151,s,175.40896,s,16108,
2026-03-05,14:50:27.703760,1772718627.70376,s,175.646569,s,16123,
2026-03-05,14:50:27.966394,1772718627.966394,s,175.909203,s,16145,
2026-03-05,14:50:28.204269,1772718628.204269,s,176.147078,s,16152,
2026-03-05,14:50:28.466750,1772718628.46675,s,176.409559,s,16167,
2026-03-05,14:50:28.704733,1772718628.704733,s,176.647542,s,16172,
2026-03-05,14:50:28.967093,1772718628.967093,s,176.909902,s,16195,
2026-03-05,14:50:29.205245,1772718629.205245,s,177.148054,s,16205,
2026-03-05,14:50:29.467348,1772718629.467348,s,177.410157,s,16220,
2026-03-05,14:50:29.705761,1772718629.705761,s,177.64857,s,16236,
2026-03-05,14:50:29.967690,1772718629.96769,s,177.910499,s,16247,
2026-03-05,14:50:30.206234,1772718630.206234,s,178.149043,s,16253,
2026-03-05,14:50:30.468022,1772718630.468022,s,178.410831,s,16264,
2026-03-05,14:50:30.706680,1772718630.70668,s,178.649489,s,16282,
2026-03-05,14:50:30.968247,1772718630.968247,s,178.911056,s,16292,
2026-03-05,14:50:31.207133,1772718631.207133,s,179.149942,s,16303,
2026-03-05,14:50:31.468727,1772718631.468727,s,179.411536,s,16328,
2026-03-05,14:50:31.707587,1772718631.707587,s,179.650396,s,16327,
2026-03-05,14:50:31.969281,1772718631.969281,s,179.91209,s,16342,
2026-03-05,14:50:32.207842,1772718632.207842,s,180.150651,s,16350,
2026-03-05,14:50:32.469775,1772718632.469775,s,180.412584,s,16370,
2026-03-05,14:50:32.708212,1772718632.708212,s,180.651021,s,16379,
2026-03-05,14:50:32.970296,1772718632.970296,s,180.913105,s,16387,
2026-03-05,14:50:33.208453,1772718633.208453,s,181.151262,s,16398,
2026-03-05,14:50:33.470814,1772718633.470814,s,181.413623,s,16415,
2026-03-05,14:50:33.708850,1772718633.70885,s,181.651659,s,16425,
2026-03-05,14:50:33.971348,1772718633.971348,s,181.914157,s,16435,
2026-03-05,14:50:34.209196,1772718634.209196,s,182.152005,s,16450,
2026-03-05,14:50:34.471916,1772718634.471916,s,182.414725,s,16468,
2026-03-05,14:50:34.709426,1772718634.709426,s,182.652235,s,16487,
2026-03-05,14:50:34.972405,1772718634.972405,s,182.915214,s,16505,
2026-03-05,14:50:35.209732,1772718635.209732,s,183.152541,s,16505,
2026-03-05,14:50:35.472910,1772718635.47291,s,183.415719,s,16508,
2026-03-05,14:50:35.710013,1772718635.710013,s,183.652822,s,16526,
2026-03-05,14:50:35.973420,1772718635.97342,s,183.916229,s,16529,
2026-03-05,14:50:36.210214,1772718636.210214,s,184.153023,s,16544,
2026-03-05,14:50:36.473845,1772718636.473845,s,184.416654,s,16568,
2026-03-05,14:50:36.710436,1772718636.710436,s,184.653245,s,16571,
2026-03-05,14:50:36.974251,1772718636.974251,s,184.91706,s,16593,
2026-03-05,14:50:37.210940,1772718637.21094,s,185.153749,s,16606,
2026-03-05,14:50:37.474754,1772718637.474754,s,185.417563,s,16622,
2026-03-05,14:50:37.711484,1772718637.711484,s,185.654293,s,16622,
2026-03-05,14:50:37.975299,1772718637.975299,s,185.918108,s,16637,
2026-03-05,14:50:38.212001,1772718638.212001,s,186.15481,s,16659,
2026-03-05,14:50:38.475793,1772718638.475793,s,186.418602,s,16668,
2026-03-05,14:50:38.712526,1772718638.712526,s,186.655335,s,16672,
2026-03-05,14:50:38.976322,1772718638.976322,s,186.919131,s,16690,
2026-03-05,14:50:39.213045,1772718639.213045,s,187.155854,s,16695,
2026-03-05,14:50:39.476849,1772718639.476849,s,187.419658,s,16715,
2026-03-05,14:50:39.713548,1772718639.713548,s,187.656357,s,16721,
2026-03-05,14:50:39.977286,1772718639.977286,s,187.920095,s,16745,
2026-03-05,14:50:40.214047,1772718640.214047,s,188.156856,s,16748,
