Date,Time,Time since 1970-01-01T00:00:00Z,,t,,T,
2025-12-02,14:18:55.063400,1764681535.0634,s,173.881366,s,66.0,°C
2025-12-02,14:18:55.312036,1764681535.312036,s,174.130002,s,66.0,°C
2025-12-02,14:18:55.563607,1764681535.563607,s,174.381573,s,66.0,°C
2025-12-02,14:18:55.812538,1764681535.812538,s,174.630504,s,66.0,°C
2025-12-02,14:18:56.064020,1764681536.06402,s,174.881986,s,66.0,°C
2025-12-02,14:18:56.313069,1764681536.313069,s,175.131035,s,66.0,°C
2025-12-02,14:18:56.564482,1764681536.564482,s,175.382448,s,66.0,°C
2025-12-02,14:18:56.813405,1764681536.813405,s,175.631371,s,66.0,°C
2025-12-02,14:18:57.064944,1764681537.064944,s,175.88291,s,66.0,°C
2025-12-02,14:18:57.313772,1764681537.313772,s,176.131738,s,66.0,°C
2025-12-02,14:18:57.565463,1764681537.565463,s,176.383429,s,66.0,°C
2025-12-02,14:18:57.813988,1764681537.813988,s,176.631954,s,66.0,°C
2025-12-02,14:18:58.065929,1764681538.065929,s,176.883895,s,66.0,°C
2025-12-02,14:18:58.314294,1764681538.314294,s,177.13226,s,66.0,°C
2025-12-02,14:18:58.566322,1764681538.566322,s,177.384288,s,66.0,°C
2025-12-02,14:18:58.814652,1764681538.814652,s,177.632618,s,66.0,°C
2025-12-02,14:18:59.066773,1764681539.066773,s,177.884739,s,66.0,°C
2025-12-02,14:18:59.314918,1764681539.314918,s,178.132884,s,66.0,°C
2025-12-02,14:18:59.567202,1764681539.567202,s,178.385168,s,66.0,°C
2025-12-02,14:18:59.815151,1764681539.815151,s,178.633117,s,66.0,°C
2025-12-02,14:19:00.067533,1764681540.067533,s,178.885499,s,66.0,°C
2025-12-02,14:19:00.315481,1764681540.315481,s,179.133447,s,66.0,°C
2025-12-02,14:19:00.567983,1764681540.567983,s,179.385949,s,66.0,°C
2025-12-02,14:19:00.815814,1764681540.815814,s,179.63378,s,66.0,°C
2025-12-02,14:19:01.068391,1764681541.068391,s,179.886357,s,66.0,°C
2025-12-02,14:19:01.316012,1764681541.316012,s,180.133978,s,66.0,°C
2025-12-02,14:19:01.568851,1764681541.568851,s,180.386817,s,66.0,°C
2025-12-02,14:19:01.816314,1764681541.816314,s,180.63428,s,66.0,°C
2025-12-02,14:19:02.069268,1764681542.069268,s,180.887234,s,66.0,°C
2025-12-02,14:19:02.316548,1764681542.316548,s,181.134514,s,66.0,°C
2025-12-02,14:19:02.569586,1764681542.569586,s,181.387552,s,66.0,°C
2025-12-02,14:19:02.816956,1764681542.816956,s,181.634922,s,66.0,°C
2025-12-02,14:19:03.070001,1764681543.070001,s,181.887967,s,66.0,°C
2025-12-02,14:19:03.317417,1764681543.317417,s,182.135383,s,66.0,°C
2025-12-02,14:19:03.570332,1764681543.570332,s,182.388298,s,66.0,°C
2025-12-02,14:19:03.817763,1764681543.817763,s,182.635729,s,66.0,°C
2025-12-02,14:19:04.070778,1764681544.070778,s,182.888744,s,66.0,°C
2025-12-02,14:19:04.317995,1764681544.317995,s,183.135961,s,66.0,°C
2025-12-02,14:19:04.570997,1764681544.570997,s,183.388963,s,66.0,°C
2025-12-02,14:19:04.818333,1764681544.818333,s,183.636299,s,66.0,°C
2025-12-02,14:19:05.071464,1764681545.071464,s,183.88943,s,66.0,°C
2025-12-02,14:19:05.318654,1764681545.318654,s,184.13662,s,66.0,°C
2025-12-02,14:19:05.571817,1764681545.571817,s,184.389783,s,66.0,°C
2025-12-02,14:19:05.819064,1764681545.819064,s,184.63703,s,66.0,°C
2025-12-02,14:19:06.072252,1764681546.072252,s,184.890218,s,66.0,°C
2025-12-02,14:19:06.319506,1764681546.319506,s,185.137472,s,66.0,°C
2025-12-02,14:19:06.572573,1764681546.572573,s,185.390539,s,66.0,°C
2025-12-02,14:19:06.819955,1764681546.819955,s,185.637921,s,66.0,°C
2025-12-02,14:19:07.072893,1764681547.072893,s,185.890859,s,66.0,°C
2025-12-02,14:19:07.320282,1764681547.320282,s,186.138248,s,66.0,°C
2025-12-02,14:19:07.573215,1764681547.573215,s,186.391181,s,66.0,°C
2025-12-02,14:19:07.820807,1764681547.820807,s,186.638773,s,66.0,°C
2025-12-02,14:19:08.073535,1764681548.073535,s,186.891501,s,66.0,°C
2025-12-02,14:19:08.321023,1764681548.321023,s,187.138989,s,66.0,°C
2025-12-02,14:19:08.573829,1764681548.573829,s,187.391795,s,66.0,°C
2025-12-02,14:19:08.821579,1764681548.821579,s,187.639545,s,66.0,°C
2025-12-02,14:19:09.074029,1764681549.074029,s,187.891995,s,66.0,°C
2025-12-02,14:19:09.321915,1764681549.321915,s,188.139881,s,66.0,°C
2025-12-02,14:19:09.574328,1764681549.574328,s,188.392294,s,66.0,°C
2025-12-02,14:19:09.822328,1764681549.822328,s,188.640294,s,66.0,°C
2025-12-02,14:19:10.074568,1764681550.074568,s,188.892534,s,66.0,°C
2025-12-02,14:19:10.322728,1764681550.322728,s,189.140694,s,66.0,°C
2025-12-02,14:19:10.575004,1764681550.575004,s,189.39297,s,66.0,°C
2025-12-02,14:19:10.823190,1764681550.82319,s,189.641156,s,66.0,°C
2025-12-02,14:19:11.075426,1764681551.075426,s,189.893392,s,66.0,°C
2025-12-02,14:19:11.323529,1764681551.323529,s,190.141495,s,66.0,°C
2025-12-02,14:19:11.575773,1764681551.575773,s,190.393739,s,66.0,°C
2025-12-02,14:19:11.823873,1764681551.823873,s,190.641839,s,66.0,°C
2025-12-02,14:19:12.076261,1764681552.076261,s,190.894227,s,66.0,°C
2025-12-02,14:19:12.324120,1764681552.32412,s,191.142086,s,66.0,°C
2025-12-02,14:19:12.576734,1764681552.576734,s,191.3947,s,66.0,°C
2025-12-02,14:19:12.824465,1764681552.824465,s,191.642431,s,66.0,°C
2025-12-02,14:19:13.077222,1764681553.077222,s,191.895188,s,66.0,°C
2025-12-02,14:19:13.324902,1764681553.324902,s,192.142868,s,66.0,°C
2025-12-02,14:19:13.577559,1764681553.577559,s,192.395525,s,66.0,°C
2025-12-02,14:19:13.825175,1764681553.825175,s,192.643141,s,66.0,°C
2025-12-02,14:19:14.077880,1764681554.07788,s,192.895846,s,66.0,°C
2025-12-02,14:19:14.325492,1764681554.325492,s,193.143458,s,66.0,°C
2025-12-02,14:19:14.578330,1764681554.57833,s,193.396296,s,66.0,°C
2025-12-02,14:19:14.825748,1764681554.825748,s,193.643714,s,66.0,°C
2025-12-02,14:19:15.078792,1764681555.078792,s,193.896758,s,66.0,°C
2025-12-02,14:19:15.325995,1764681555.325995,s,194.143961,s,66.0,°C
2025-12-02,14:19:15.579260,1764681555.57926,s,194.397226,s,66.0,°C
2025-12-02,14:19:15.826187,1764681555.826187,s,194.644153,s,66.0,°C
2025-12-02,14:19:16.079589,1764681556.079589,s,194.897555,s,66.0,°C
2025-12-02,14:19:16.326457,1764681556.326457,s,195.144423,s,66.0,°C
2025-12-02,14:19:16.579933,1764681556.579933,s,195.397899,s,66.0,°C
2025-12-02,14:19:16.826925,1764681556.826925,s,195.644891,s,66.0,°C
2025-12-02,14:19:17.080392,1764681557.080392,s,195.898358,s,66.0,°C
2025-12-02,14:19:17.327427,1764681557.327427,s,196.145393,s,66.0,°C
2025-12-02,14:19:17.580827,1764681557.580827,s,196.398793,s,66.0,°C
2025-12-02,14:19:17.827907,1764681557.827907,s,196.645873,s,66.0,°C
2025-12-02,14:19:18.081076,1764681558.081076,s,196.899042,s,66.0,°C
2025-12-02,14:19:18.328328,1764681558.328328,s,197.146294,s,66.0,°C
2025-12-02,14:19:18.581408,1764681558.581408,s,197.399374,s,66.0,°C
2025-12-02,14:19:18.828815,1764681558.828815,s,197.646781,s,66.0,°C
2025-12-02,14:19:19.081855,1764681559.081855,s,197.899821,s,66.0,°C
2025-12-02,14:19:19.329061,1764681559.329061,s,198.147027,s,66.0,°C
2025-12-02,14:19:19.582313,1764681559.582313,s,198.400279,s,66.0,°C
2025-12-02,14:19:19.829564,1764681559.829564,s,198.64753,s,66.0,°C
2025-12-02,14:19:20.082621,1764681560.082621,s,198.900587,s,66.0,°C
2025-12-02,14:19:20.329980,1764681560.32998,s,199.147946,s,66.0,°C
2025-12-02,14:19:20.583028,1764681560.583028,s,199.400994,s,66.0,°C
2025-12-02,14:19:20.830422,1764681560.830422,s,199.648388,s,66.0,°C
2025-12-02,14:19:21.083339,1764681561.083339,s,199.901305,s,66.0,°C
2025-12-02,14:19:21.330866,1764681561.330866,s,200.148832,s,66.0,°C
2025-12-02,14:19:21.583879,1764681561.583879,s,200.401845,s,66.0,°C
2025-12-02,14:19:21.831340,1764681561.83134,s,200.649306,s,66.0,°C
2025-12-02,14:19:22.084175,1764681562.084175,s,200.902141,s,66.0,°C
2025-12-02,14:19:22.331834,1764681562.331834,s,201.1498,s,66.0,°C
2025-12-02,14:19:22.584446,1764681562.584446,s,201.402412,s,66.0,°C
2025-12-02,14:19:22.832295,1764681562.832295,s,201.650261,s,66.0,°C
2025-12-02,14:19:23.084742,1764681563.084742,s,201.902708,s,66.0,°C
2025-12-02,14:19:23.332623,1764681563.332623,s,202.150589,s,66.0,°C
2025-12-02,14:19:23.584960,1764681563.58496,s,202.402926,s,66.0,°C
2025-12-02,14:19:23.833032,1764681563.833032,s,202.650998,s,66.0,°C
2025-12-02,14:19:24.085154,1764681564.085154,s,202.90312,s,66.0,°C
2025-12-02,14:19:24.333511,1764681564.333511,s,203.151477,s,66.0,°C
2025-12-02,14:19:24.585361,1764681564.585361,s,203.403327,s,66.0,°C
2025-12-02,14:19:24.833896,1764681564.833896,s,203.651862,s,66.0,°C
2025-12-02,14:19:25.085812,1764681565.085812,s,203.903778,s,66.0,°C
2025-12-02,14:19:25.334191,1764681565.334191,s,204.152157,s,65.0,°C
2025-12-02,14:19:25.586272,1764681565.586272,s,204.404238,s,65.0,°C
2025-12-02,14:19:25.834520,1764681565.83452,s,204.652486,s,64.0,°C
2025-12-02,14:19:26.086761,1764681566.086761,s,204.904727,s,64.0,°C
2025-12-02,14:19:26.334828,1764681566.334828,s,205.152794,s,64.0,°C
2025-12-02,14:19:26.586995,1764681566.586995,s,205.404961,s,62.0,°C
2025-12-02,14:19:26.835242,1764681566.835242,s,205.653208,s,62.0,°C
2025-12-02,14:19:27.087423,1764681567.087423,s,205.905389,s,60.0,°C
2025-12-02,14:19:27.335560,1764681567.33556,s,206.153526,s,60.0,°C
2025-12-02,14:19:27.587813,1764681567.587813,s,206.405779,s,58.0,°C
2025-12-02,14:19:27.835831,1764681567.835831,s,206.653797,s,58.0,°C
2025-12-02,14:19:28.088068,1764681568.088068,s,206.906034,s,58.0,°C
2025-12-02,14:19:28.336100,1764681568.3361,s,207.154066,s,58.0,°C
2025-12-02,14:19:28.588407,1764681568.588407,s,207.406373,s,58.0,°C
2025-12-02,14:19:28.836433,1764681568.836433,s,207.654399,s,58.0,°C
2025-12-02,14:19:29.088771,1764681569.088771,s,207.906737,s,58.0,°C
2025-12-02,14:19:29.336722,1764681569.336722,s,208.154688,s,58.0,°C
2025-12-02,14:19:29.588998,1764681569.588998,s,208.406964,s,58.0,°C
2025-12-02,14:19:29.836946,1764681569.836946,s,208.654912,s,58.0,°C
2025-12-02,14:19:30.089340,1764681570.08934,s,208.907306,s,59.0,°C
2025-12-02,14:19:30.337181,1764681570.337181,s,209.155147,s,59.0,°C
2025-12-02,14:19:30.589672,1764681570.589672,s,209.407638,s,59.0,°C
2025-12-02,14:19:30.837714,1764681570.837714,s,209.65568,s,59.0,°C
2025-12-02,14:19:31.090020,1764681571.09002,s,209.907986,s,59.0,°C
2025-12-02,14:19:31.338208,1764681571.338208,s,210.156174,s,59.0,°C
2025-12-02,14:19:31.590390,1764681571.59039,s,210.408356,s,59.0,°C
2025-12-02,14:19:31.838681,1764681571.838681,s,210.656647,s,58.0,°C
2025-12-02,14:19:32.090711,1764681572.090711,s,210.908677,s,58.0,°C
2025-12-02,14:19:32.339164,1764681572.339164,s,211.15713,s,57.0,°C
2025-12-02,14:19:32.590963,1764681572.590963,s,211.408929,s,57.0,°C
2025-12-02,14:19:32.839610,1764681572.83961,s,211.657576,s,57.0,°C
2025-12-02,14:19:33.091286,1764681573.091286,s,211.909252,s,57.0,°C
2025-12-02,14:19:33.340075,1764681573.340075,s,212.158041,s,57.0,°C
2025-12-02,14:19:33.591651,1764681573.591651,s,212.409617,s,57.0,°C
2025-12-02,14:19:33.840548,1764681573.840548,s,212.658514,s,57.0,°C
2025-12-02,14:19:34.091986,1764681574.091986,s,212.909952,s,57.0,°C
2025-12-02,14:19:34.340868,1764681574.340868,s,213.158834,s,57.0,°C
2025-12-02,14:19:34.592293,1764681574.592293,s,213.410259,s,56.0,°C
2025-12-02,14:19:34.841314,1764681574.841314,s,213.65928,s,56.0,°C
2025-12-02,14:19:35.092597,1764681575.092597,s,213.910563,s,56.0,°C
2025-12-02,14:19:35.341790,1764681575.34179,s,214.159756,s,56.0,°C
2025-12-02,14:19:35.592867,1764681575.592867,s,214.410833,s,56.0,°C
2025-12-02,14:19:35.842040,1764681575.84204,s,214.660006,s,55.0,°C
2025-12-02,14:19:36.093206,1764681576.093206,s,214.911172,s,55.0,°C
2025-12-02,14:19:36.342515,1764681576.342515,s,215.160481,s,55.0,°C
2025-12-02,14:19:36.593457,1764681576.593457,s,215.411423,s,55.0,°C
2025-12-02,14:19:36.842981,1764681576.842981,s,215.660947,s,55.0,°C
2025-12-02,14:19:37.093682,1764681577.093682,s,215.911648,s,55.0,°C
2025-12-02,14:19:37.343433,1764681577.343433,s,216.161399,s,55.0,°C
2025-12-02,14:19:37.593887,1764681577.593887,s,216.411853,s,55.0,°C
2025-12-02,14:19:37.843933,1764681577.843933,s,216.661899,s,55.0,°C
2025-12-02,14:19:38.094358,1764681578.094358,s,216.912324,s,55.0,°C
2025-12-02,14:19:38.344260,1764681578.34426,s,217.162226,s,55.0,°C
2025-12-02,14:19:38.594760,1764681578.59476,s,217.412726,s,54.0,°C
2025-12-02,14:19:38.844574,1764681578.844574,s,217.66254,s,54.0,°C
2025-12-02,14:19:39.095233,1764681579.095233,s,217.913199,s,54.0,°C
2025-12-02,14:19:39.344917,1764681579.344917,s,218.162883,s,54.0,°C
2025-12-02,14:19:39.595573,1764681579.595573,s,218.413539,s,54.0,°C
2025-12-02,14:19:39.845347,1764681579.845347,s,218.663313,s,54.0,°C
2025-12-02,14:19:40.096062,1764681580.096062,s,218.914028,s,54.0,°C
2025-12-02,14:19:40.345732,1764681580.345732,s,219.163698,s,54.0,°C
2025-12-02,14:19:40.596529,1764681580.596529,s,219.414495,s,54.0,°C
2025-12-02,14:19:40.845991,1764681580.845991,s,219.663957,s,54.0,°C
2025-12-02,14:19:41.096988,1764681581.096988,s,219.914954,s,54.0,°C
2025-12-02,14:19:41.346314,1764681581.346314,s,220.16428,s,54.0,°C
2025-12-02,14:19:41.597484,1764681581.597484,s,220.41545,s,54.0,°C
2025-12-02,14:19:41.846656,1764681581.846656,s,220.664622,s,54.0,°C
2025-12-02,14:19:42.097966,1764681582.097966,s,220.915932,s,54.0,°C
2025-12-02,14:19:42.346919,1764681582.346919,s,221.164885,s,54.0,°C
2025-12-02,14:19:42.598363,1764681582.598363,s,221.416329,s,54.0,°C
2025-12-02,14:19:42.847161,1764681582.847161,s,221.665127,s,54.0,°C
2025-12-02,14:19:43.098832,1764681583.098832,s,221.916798,s,54.0,°C
2025-12-02,14:19:43.347490,1764681583.34749,s,222.165456,s,54.0,°C
2025-12-02,14:19:43.599289,1764681583.599289,s,222.417255,s,54.0,°C
2025-12-02,14:19:43.847787,1764681583.847787,s,222.665753,s,54.0,°C
2025-12-02,14:19:44.099748,1764681584.099748,s,222.917714,s,54.0,°C
2025-12-02,14:19:44.348026,1764681584.348026,s,223.165992,s,54.0,°C
2025-12-02,14:19:44.600057,1764681584.600057,s,223.418023,s,54.0,°C
2025-12-02,14:19:44.848392,1764681584.848392,s,223.666358,s,54.0,°C
2025-12-02,14:19:45.100485,1764681585.100485,s,223.918451,s,54.0,°C
2025-12-02,14:19:45.348879,1764681585.348879,s,224.166845,s,54.0,°C
2025-12-02,14:19:45.600913,1764681585.600913,s,224.418879,s,54.0,°C
2025-12-02,14:19:45.849395,1764681585.849395,s,224.667361,s,54.0,°C
2025-12-02,14:19:46.101163,1764681586.101163,s,224.919129,s,54.0,°C
2025-12-02,14:19:46.349881,1764681586.349881,s,225.167847,s,54.0,°C
2025-12-02,14:19:46.601587,1764681586.601587,s,225.419553,s,54.0,°C
2025-12-02,14:19:46.850125,1764681586.850125,s,225.668091,s,54.0,°C
2025-12-02,14:19:47.101925,1764681587.101925,s,225.919891,s,54.0,°C
2025-12-02,14:19:47.350488,1764681587.350488,s,226.168454,s,53.0,°C
2025-12-02,14:19:47.602283,1764681587.602283,s,226.420249,s,53.0,°C
2025-12-02,14:19:47.850842,1764681587.850842,s,226.668808,s,53.0,°C
2025-12-02,14:19:48.102611,1764681588.102611,s,226.920577,s,53.0,°C
2025-12-02,14:19:48.351090,1764681588.35109,s,227.169056,s,53.0,°C
2025-12-02,14:19:48.602927,1764681588.602927,s,227.420893,s,52.0,°C
2025-12-02,14:19:48.851468,1764681588.851468,s,227.669434,s,52.0,°C
2025-12-02,14:19:49.103254,1764681589.103254,s,227.92122,s,52.0,°C
2025-12-02,14:19:49.351942,1764681589.351942,s,228.169908,s,52.0,°C
2025-12-02,14:19:49.603590,1764681589.60359,s,228.421556,s,52.0,°C
2025-12-02,14:19:49.852454,1764681589.852454,s,228.67042,s,52.0,°C
2025-12-02,14:19:50.103938,1764681590.103938,s,228.921904,s,52.0,°C
2025-12-02,14:19:50.352875,1764681590.352875,s,229.170841,s,52.0,°C
2025-12-02,14:19:50.604254,1764681590.604254,s,229.42222,s,52.0,°C
2025-12-02,14:19:50.853110,1764681590.85311,s,229.671076,s,52.0,°C
2025-12-02,14:19:51.104572,1764681591.104572,s,229.922538,s,52.0,°C
2025-12-02,14:19:51.353440,1764681591.35344,s,230.171406,s,52.0,°C
2025-12-02,14:19:51.604886,1764681591.604886,s,230.422852,s,52.0,°C
2025-12-02,14:19:51.853677,1764681591.853677,s,230.671643,s,52.0,°C
2025-12-02,14:19:52.105461,1764681592.105461,s,230.923427,s,52.0,°C
2025-12-02,14:19:52.353934,1764681592.353934,s,231.1719,s,52.0,°C
2025-12-02,14:19:52.605931,1764681592.605931,s,231.423897,s,52.0,°C
2025-12-02,14:19:52.854248,1764681592.854248,s,231.672214,s,52.0,°C
2025-12-02,14:19:53.106391,1764681593.106391,s,231.924357,s,51.0,°C
2025-12-02,14:19:53.354579,1764681593.354579,s,232.172545,s,51.0,°C
2025-12-02,14:19:53.606721,1764681593.606721,s,232.424687,s,51.0,°C
2025-12-02,14:19:53.854913,1764681593.854913,s,232.672879,s,51.0,°C
2025-12-02,14:19:54.107066,1764681594.107066,s,232.925032,s,51.0,°C
2025-12-02,14:19:54.355186,1764681594.355186,s,233.173152,s,51.0,°C
2025-12-02,14:19:54.607512,1764681594.607512,s,233.425478,s,51.0,°C
2025-12-02,14:19:54.855438,1764681594.855438,s,233.673404,s,51.0,°C
2025-12-02,14:19:55.107868,1764681595.107868,s,233.925834,s,51.0,°C
2025-12-02,14:19:55.355741,1764681595.355741,s,234.173707,s,51.0,°C
2025-12-02,14:19:55.608387,1764681595.608387,s,234.426353,s,51.0,°C
2025-12-02,14:19:55.856007,1764681595.856007,s,234.673973,s,51.0,°C
2025-12-02,14:19:56.108866,1764681596.108866,s,234.926832,s,51.0,°C
2025-12-02,14:19:56.356463,1764681596.356463,s,235.174429,s,51.0,°C
2025-12-02,14:19:56.609387,1764681596.609387,s,235.427353,s,51.0,°C
2025-12-02,14:19:56.856835,1764681596.856835,s,235.674801,s,51.0,°C
2025-12-02,14:19:57.109721,1764681597.109721,s,235.927687,s,51.0,°C
2025-12-02,14:19:57.357059,1764681597.357059,s,236.175025,s,51.0,°C
2025-12-02,14:19:57.609953,1764681597.609953,s,236.427919,s,51.0,°C
2025-12-02,14:19:57.857339,1764681597.857339,s,236.675305,s,51.0,°C
2025-12-02,14:19:58.110382,1764681598.110382,s,236.928348,s,51.0,°C
2025-12-02,14:19:58.357750,1764681598.35775,s,237.175716,s,51.0,°C
2025-12-02,14:19:58.610778,1764681598.610778,s,237.428744,s,51.0,°C
2025-12-02,14:19:58.858256,1764681598.858256,s,237.676222,s,51.0,°C
2025-12-02,14:19:59.111203,1764681599.111203,s,237.929169,s,51.0,°C
2025-12-02,14:19:59.358684,1764681599.358684,s,238.17665,s,51.0,°C
2025-12-02,14:19:59.611630,1764681599.61163,s,238.429596,s,51.0,°C
2025-12-02,14:19:59.858998,1764681599.858998,s,238.676964,s,51.0,°C
2025-12-02,14:20:00.112061,1764681600.112061,s,238.930027,s,51.0,°C
2025-12-02,14:20:00.359295,1764681600.359295,s,239.177261,s,51.0,°C
2025-12-02,14:20:00.612476,1764681600.612476,s,239.430442,s,51.0,°C
2025-12-02,14:20:00.859634,1764681600.859634,s,239.6776,s,51.0,°C
2025-12-02,14:20:01.112813,1764681601.112813,s,239.930779,s,51.0,°C
2025-12-02,14:20:01.360111,1764681601.360111,s,240.178077,s,50.0,°C
2025-12-02,14:20:01.613052,1764681601.613052,s,240.431018,s,50.0,°C
2025-12-02,14:20:01.860573,1764681601.860573,s,240.678539,s,50.0,°C
2025-12-02,14:20:02.113366,1764681602.113366,s,240.931332,s,50.0,°C
2025-12-02,14:20:02.361028,1764681602.361028,s,241.178994,s,51.0,°C
2025-12-02,14:20:02.613678,1764681602.613678,s,241.431644,s,51.0,°C
2025-12-02,14:20:02.861491,1764681602.861491,s,241.679457,s,51.0,°C
2025-12-02,14:20:03.113913,1764681603.113913,s,241.931879,s,51.0,°C
2025-12-02,14:20:03.361816,1764681603.361816,s,242.179782,s,51.0,°C
2025-12-02,14:20:03.614340,1764681603.61434,s,242.432306,s,51.0,°C
2025-12-02,14:20:03.862149,1764681603.862149,s,242.680115,s,51.0,°C
2025-12-02,14:20:04.114657,1764681604.114657,s,242.932623,s,50.0,°C
2025-12-02,14:20:04.362453,1764681604.362453,s,243.180419,s,50.0,°C
2025-12-02,14:20:04.614927,1764681604.614927,s,243.432893,s,50.0,°C
2025-12-02,14:20:04.862787,1764681604.862787,s,243.680753,s,50.0,°C
2025-12-02,14:20:05.115131,1764681605.115131,s,243.933097,s,50.0,°C
2025-12-02,14:20:05.363290,1764681605.36329,s,244.181256,s,50.0,°C
2025-12-02,14:20:05.615448,1764681605.615448,s,244.433414,s,50.0,°C
2025-12-02,14:20:05.863614,1764681605.863614,s,244.68158,s,50.0,°C
2025-12-02,14:20:06.115842,1764681606.115842,s,244.933808,s,50.0,°C
2025-12-02,14:20:06.363918,1764681606.363918,s,245.181884,s,50.0,°C
2025-12-02,14:20:06.616381,1764681606.616381,s,245.434347,s,50.0,°C
2025-12-02,14:20:06.864159,1764681606.864159,s,245.682125,s,50.0,°C
2025-12-02,14:20:07.116862,1764681607.116862,s,245.934828,s,50.0,°C
2025-12-02,14:20:07.364597,1764681607.364597,s,246.182563,s,50.0,°C
2025-12-02,14:20:07.617323,1764681607.617323,s,246.435289,s,50.0,°C
2025-12-02,14:20:07.864937,1764681607.864937,s,246.682903,s,50.0,°C
2025-12-02,14:20:08.117765,1764681608.117765,s,246.935731,s,50.0,°C
2025-12-02,14:20:08.365371,1764681608.365371,s,247.183337,s,50.0,°C
2025-12-02,14:20:08.618059,1764681608.618059,s,247.436025,s,50.0,°C
2025-12-02,14:20:08.865754,1764681608.865754,s,247.68372,s,50.0,°C
2025-12-02,14:20:09.118277,1764681609.118277,s,247.936243,s,50.0,°C
2025-12-02,14:20:09.366168,1764681609.366168,s,248.184134,s,50.0,°C
2025-12-02,14:20:09.618612,1764681609.618612,s,248.436578,s,50.0,°C
2025-12-02,14:20:09.866509,1764681609.866509,s,248.684475,s,50.0,°C
2025-12-02,14:20:10.118928,1764681610.118928,s,248.936894,s,50.0,°C
2025-12-02,14:20:10.366887,1764681610.366887,s,249.184853,s,50.0,°C
2025-12-02,14:20:10.619164,1764681610.619164,s,249.43713,s,50.0,°C
2025-12-02,14:20:10.867193,1764681610.867193,s,249.685159,s,50.0,°C
2025-12-02,14:20:11.119563,1764681611.119563,s,249.937529,s,50.0,°C
2025-12-02,14:20:11.367489,1764681611.367489,s,250.185455,s,50.0,°C
2025-12-02,14:20:11.619977,1764681611.619977,s,250.437943,s,50.0,°C
2025-12-02,14:20:11.867772,1764681611.867772,s,250.685738,s,50.0,°C
2025-12-02,14:20:12.120402,1764681612.120402,s,250.938368,s,50.0,°C
2025-12-02,14:20:12.368234,1764681612.368234,s,251.1862,s,50.0,°C
2025-12-02,14:20:12.620837,1764681612.620837,s,251.438803,s,50.0,°C
2025-12-02,14:20:12.868699,1764681612.868699,s,251.686665,s,50.0,°C
2025-12-02,14:20:13.121215,1764681613.121215,s,251.939181,s,50.0,°C
2025-12-02,14:20:13.368956,1764681613.368956,s,252.186922,s,50.0,°C
2025-12-02,14:20:13.621587,1764681613.621587,s,252.439553,s,50.0,°C
2025-12-02,14:20:13.869315,1764681613.869315,s,252.687281,s,50.0,°C
2025-12-02,14:20:14.121963,1764681614.121963,s,252.939929,s,50.0,°C
2025-12-02,14:20:14.369779,1764681614.369779,s,253.187745,s,50.0,°C
2025-12-02,14:20:14.622232,1764681614.622232,s,253.440198,s,50.0,°C
2025-12-02,14:20:14.870223,1764681614.870223,s,253.688189,s,50.0,°C
2025-12-02,14:20:15.122522,1764681615.122522,s,253.940488,s,50.0,°C
2025-12-02,14:20:15.370683,1764681615.370683,s,254.188649,s,50.0,°C
2025-12-02,14:20:15.622851,1764681615.622851,s,254.440817,s,50.0,°C
2025-12-02,14:20:15.871158,1764681615.871158,s,254.689124,s,50.0,°C
2025-12-02,14:20:16.123234,1764681616.123234,s,254.9412,s,50.0,°C
2025-12-02,14:20:16.371634,1764681616.371634,s,255.1896,s,50.0,°C
2025-12-02,14:20:16.623768,1764681616.623768,s,255.441734,s,50.0,°C
2025-12-02,14:20:16.872117,1764681616.872117,s,255.690083,s,50.0,°C
2025-12-02,14:20:17.124150,1764681617.12415,s,255.942116,s,50.0,°C
2025-12-02,14:20:17.372475,1764681617.372475,s,256.190441,s,50.0,°C
2025-12-02,14:20:17.624499,1764681617.624499,s,256.442465,s,50.0,°C
2025-12-02,14:20:17.872829,1764681617.872829,s,256.690795,s,50.0,°C
2025-12-02,14:20:18.124863,1764681618.124863,s,256.942829,s,50.0,°C
2025-12-02,14:20:18.373063,1764681618.373063,s,257.191029,s,50.0,°C
2025-12-02,14:20:18.625061,1764681618.625061,s,257.443027,s,50.0,°C
2025-12-02,14:20:18.873453,1764681618.873453,s,257.691419,s,50.0,°C
2025-12-02,14:20:19.125494,1764681619.125494,s,257.94346,s,50.0,°C
2025-12-02,14:20:19.373877,1764681619.373877,s,258.191843,s,50.0,°C
2025-12-02,14:20:19.625943,1764681619.625943,s,258.443909,s,50.0,°C
2025-12-02,14:20:19.874127,1764681619.874127,s,258.692093,s,50.0,°C
2025-12-02,14:20:20.126226,1764681620.126226,s,258.944192,s,50.0,°C
2025-12-02,14:20:20.386086,1764681620.386086,s,259.204052,s,50.0,°C
2025-12-02,14:20:20.626722,1764681620.626722,s,259.444688,s,50.0,°C
2025-12-02,14:20:20.886569,1764681620.886569,s,259.704535,s,50.0,°C
2025-12-02,14:20:21.127192,1764681621.127192,s,259.945158,s,50.0,°C
2025-12-02,14:20:21.387046,1764681621.387046,s,260.205012,s,50.0,°C
2025-12-02,14:20:21.627705,1764681621.627705,s,260.445671,s,50.0,°C
2025-12-02,14:20:21.887350,1764681621.88735,s,260.705316,s,50.0,°C
2025-12-02,14:20:22.128220,1764681622.12822,s,260.946186,s,50.0,°C
