Zeit t / s;Spannungsquelle S_1;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
60,6;1;;;;129,998414019349
60,7;1;;;;129,998414019349
60,8;1;;;;129,998414019349
60,9;1;;;;129,998414019349
61,001;1;;;;158,998044324055
61,1;1;;;;158,998044324055
61,2;1;;;;158,998044324055
61,3;1;;;;158,998044324055
61,4;1;;;;158,998044324055
61,501;1;;;;158,998044324055
61,6;1;;;;158,998044324055
61,7;1;;;;158,998044324055
61,8;1;;;;158,998044324055
61,9;1;;;;145,553792737399
62;1;;;;145,553792737399
62,1;1;;;;145,553792737399
62,2;1;;;;145,553792737399
62,3;1;;;;145,553792737399
62,402;1;;;;145,553792737399
62,5;1;;;;145,553792737399
62,6;1;;;;145,553792737399
62,701;1;;;;145,553792737399
62,801;1;;;;163,331337061436
62,9;1;;;;163,331337061436
63;1;;;;163,331337061436
63,103;1;;;;163,331337061436
63,2;1;;;;163,331337061436
63,301;1;;;;163,331337061436
63,4;1;;;;163,331337061436
63,501;1;;;;163,331337061436
63,6;1;;;;163,331337061436
63,701;1;;;;134,293587980613
63,8;1;;;;134,293587980613
63,9;1;;;;134,293587980613
64;1;;;;134,293587980613
64,1;1;;;;134,293587980613
64,2;1;;;;134,293587980613
64,3;1;;;;134,293587980613
64,4;1;;;;134,293587980613
64,5;1;;;;134,293587980613
64,601;1;;;;134,293587980613
64,701;1;;;;120,998511718306
64,801;1;;;;120,998511718306
64,9;1;;;;120,998511718306
65;1;;;;120,998511718306
65,1;1;;;;120,998511718306
65,201;1;;;;120,998511718306
65,3;1;;;;120,998511718306
65,4;1;;;;120,998511718306
65,5;1;;;;120,998511718306
65,6;1;;;;120,998511718306
65,7;1;;;;131,129529749487
65,801;1;;;;131,129529749487
65,9;1;;;;131,129529749487
66;1;;;;131,129529749487
66,1;1;;;;131,129529749487
66,2;1;;;;131,129529749487
66,3;1;;;;131,129529749487
66,4;1;;;;131,129529749487
66,501;1;;;;131,129529749487
66,6;1;;;;131,129529749487
66,7;1;;;;124,998475018605
66,801;1;;;;124,998475018605
66,9;1;;;;124,998475018605
67;1;;;;124,998475018605
67,1;1;;;;124,998475018605
67,2;1;;;;124,998475018605
67,3;1;;;;124,998475018605
67,4;1;;;;124,998475018605
67,5;1;;;;124,998475018605
67,601;1;;;;111,109753103018
67,7;1;;;;111,109753103018
67,8;1;;;;111,109753103018
67,9;1;;;;111,109753103018
68,001;1;;;;111,109753103018
68,1;1;;;;111,109753103018
68,2;1;;;;111,109753103018
68,3;1;;;;111,109753103018
68,4;1;;;;111,109753103018
68,5;1;;;;142,220499773947
68,601;1;;;;142,220499773947
68,701;1;;;;142,220499773947
68,8;1;;;;142,220499773947
68,9;1;;;;142,220499773947
69;1;;;;142,220499773947
69,1;1;;;;142,220499773947
69,201;1;;;;142,220499773947
69,3;1;;;;142,220499773947
69,401;1;;;;138,887191378772
69,5;1;;;;138,887191378772
69,6;1;;;;138,887191378772
69,7;1;;;;138,887191378772
69,8;1;;;;138,887191378772
69,9;1;;;;138,887191378772
70;1;;;;138,887191378772
70,1;1;;;;138,887191378772
70,201;1;;;;138,887191378772
70,3;1;;;;136,664996316712
70,4;1;;;;136,664996316712
70,5;1;;;;136,664996316712
70,6;1;;;;136,664996316712
70,7;1;;;;136,664996316712
70,801;1;;;;136,664996316712
70,9;1;;;;136,664996316712
71;1;;;;136,664996316712
71,1;1;;;;136,664996316712
71,2;1;;;;136,664996316712
71,3;1;;;;146,144361400191
71,401;1;;;;146,144361400191
71,5;1;;;;146,144361400191
71,6;1;;;;146,144361400191
71,7;1;;;;146,144361400191
71,8;1;;;;146,144361400191
71,903;1;;;;146,144361400191
72;1;;;;146,144361400191
72,1;1;;;;146,144361400191
72,2;1;;;;117,515196599598
72,3;1;;;;117,515196599598
72,4;1;;;;117,515196599598
72,501;1;;;;117,515196599598
72,6;1;;;;117,515196599598
72,7;1;;;;117,515196599598
72,8;1;;;;117,515196599598
72,9;1;;;;117,515196599598
73,001;1;;;;117,515196599598
73,104;1;;;;145,854564656721
73,2;1;;;;145,854564656721
73,3;1;;;;145,854564656721
73,402;1;;;;145,854564656721
73,5;1;;;;145,854564656721
73,6;1;;;;145,854564656721
73,7;1;;;;145,854564656721
73,801;1;;;;145,854564656721
73,901;1;;;;145,854564656721
74;1;;;;145,854564656721
74,1;1;;;;138,971116263337
74,2;1;;;;138,971116263337
74,3;1;;;;138,971116263337
74,4;1;;;;138,971116263337
74,5;1;;;;138,971116263337
74,6;1;;;;138,971116263337
74,701;1;;;;138,971116263337
74,8;1;;;;138,971116263337
74,9;1;;;;138,971116263337
75;1;;;;139,842909797994
75,101;1;;;;139,842909797994
75,201;1;;;;139,842909797994
75,3;1;;;;139,842909797994
75,4;1;;;;139,842909797994
75,5;1;;;;139,842909797994
75,601;1;;;;139,842909797994
75,7;1;;;;139,842909797994
75,8;1;;;;139,842909797994
75,901;1;;;;147,775971627013
76;1;;;;147,775971627013
76,1;1;;;;147,775971627013
76,2;1;;;;147,775971627013
76,3;1;;;;147,775971627013
76,4;1;;;;147,775971627013
76,5;1;;;;147,775971627013
76,6;1;;;;147,775971627013
76,7;1;;;;147,775971627013
76,8;1;;;;128,8873135995
76,901;1;;;;128,8873135995
77;1;;;;128,8873135995
77,1;1;;;;128,8873135995
77,2;1;;;;128,8873135995
77,301;1;;;;128,8873135995
77,4;1;;;;128,8873135995
77,5;1;;;;128,8873135995
77,6;1;;;;128,8873135995
77,7;1;;;;132,220620883592
77,8;1;;;;132,220620883592
77,9;1;;;;132,220620883592
78;1;;;;132,220620883592
78,101;1;;;;132,220620883592
78,2;1;;;;132,220620883592
78,3;1;;;;132,220620883592
78,401;1;;;;132,220620883592
78,501;1;;;;132,220620883592
78,601;1;;;;124,44292347538
78,7;1;;;;124,44292347538
78,8;1;;;;124,44292347538
78,9;1;;;;124,44292347538
79,001;1;;;;124,44292347538
79,1;1;;;;124,44292347538
79,2;1;;;;124,44292347538
79,301;1;;;;124,44292347538
79,401;1;;;;124,44292347538
79,501;1;;;;128,8873135995
79,601;1;;;;128,8873135995
79,7;1;;;;128,8873135995
79,8;1;;;;128,8873135995
79,9;1;;;;128,8873135995
80;1;;;;128,8873135995
80,101;1;;;;128,8873135995
80,201;1;;;;128,8873135995
80,3;1;;;;128,8873135995
80,401;1;;;;135,553898785681
80,5;1;;;;135,553898785681
80,6;1;;;;135,553898785681
80,7;1;;;;135,553898785681
80,8;1;;;;135,553898785681
80,9;1;;;;135,553898785681
81;1;;;;135,553898785681
81,1;1;;;;135,553898785681
81,2;1;;;;135,553898785681
81,3;1;;;;122,220728413319
81,4;1;;;;122,220728413319
81,5;1;;;;122,220728413319
81,6;1;;;;122,220728413319
81,701;1;;;;122,220728413319
81,8;1;;;;122,220728413319
81,9;1;;;;122,220728413319
82,001;1;;;;122,220728413319
82,1;1;;;;122,220728413319
82,2;1;;;;122,220728413319
82,3;1;;;;129,127565121584
82,4;1;;;;129,127565121584
82,501;1;;;;129,127565121584
82,601;1;;;;129,127565121584
82,7;1;;;;129,127565121584
82,8;1;;;;129,127565121584
82,9;1;;;;129,127565121584
83;1;;;;129,127565121584
83,1;1;;;;129,127565121584
83,2;1;;;;118,755486891947
83,3;1;;;;118,755486891947
83,4;1;;;;118,755486891947
83,5;1;;;;118,755486891947
83,6;1;;;;118,755486891947
83,7;1;;;;118,755486891947
83,8;1;;;;118,755486891947
83,901;1;;;;118,755486891947
84,001;1;;;;118,755486891947
84,101;1;;;;142,220483971863
84,201;1;;;;142,220483971863
84,301;1;;;;142,220483971863
84,4;1;;;;142,220483971863
84,5;1;;;;142,220483971863
84,6;1;;;;142,220483971863
84,7;1;;;;142,220483971863
84,8;1;;;;142,220483971863
84,9;1;;;;142,220483971863
85;1;;;;131,109508661561
85,1;1;;;;131,109508661561
85,2;1;;;;131,109508661561
85,3;1;;;;131,109508661561
85,4;1;;;;131,109508661561
85,5;1;;;;131,109508661561
85,6;1;;;;131,109508661561
85,7;1;;;;131,109508661561
85,8;1;;;;131,109508661561
85,9;1;;;;143,331581502893
86;1;;;;143,331581502893
86,101;1;;;;143,331581502893
86,201;1;;;;143,331581502893
86,3;1;;;;143,331581502893
86,401;1;;;;143,331581502893
86,5;1;;;;143,331581502893
86,6;1;;;;143,331581502893
86,7;1;;;;143,331581502893
86,8;1;;;;122,220741993236
86,9;1;;;;122,220741993236
87;1;;;;122,220741993236
87,101;1;;;;122,220741993236
87,2;1;;;;122,220741993236
87,3;1;;;;122,220741993236
87,4;1;;;;122,220741993236
87,5;1;;;;122,220741993236
87,601;1;;;;122,220741993236
87,7;1;;;;123,194944345851
87,8;1;;;;123,194944345851
87,901;1;;;;123,194944345851
88;1;;;;123,194944345851
88,1;1;;;;123,194944345851
88,201;1;;;;123,194944345851
88,3;1;;;;123,194944345851
88,401;1;;;;123,194944345851
88,501;1;;;;123,194944345851
88,6;1;;;;156,664751875255
88,7;1;;;;156,664751875255
88,8;1;;;;156,664751875255
88,9;1;;;;156,664751875255
89;1;;;;156,664751875255
89,1;1;;;;156,664751875255
89,2;1;;;;156,664751875255
89,301;1;;;;156,664751875255
89,401;1;;;;156,664751875255
89,501;1;;;;144,442679033923
89,6;1;;;;144,442679033923
89,7;1;;;;144,442679033923
89,8;1;;;;144,442679033923
89,9;1;;;;144,442679033923
90;1;;;;144,442679033923
90,1;1;;;;144,442679033923
90,2;1;;;;144,442679033923
90,3;1;;;;144,442679033923
90,401;1;;;;145,553792737399
90,5;1;;;;145,553792737399
90,6;1;;;;145,553792737399
90,701;1;;;;145,553792737399
90,8;1;;;;145,553792737399
90,9;1;;;;145,553792737399
91;1;;;;145,553792737399
91,101;1;;;;145,553792737399
91,2;1;;;;145,553792737399
91,3;1;;;;145,553792737399
91,4;1;;;;129,998414019349
91,5;1;;;;129,998414019349
91,6;1;;;;129,998414019349
91,7;1;;;;129,998414019349
91,801;1;;;;129,998414019349
91,9;1;;;;129,998414019349
92;1;;;;129,998414019349
92,1;1;;;;129,998414019349
92,2;1;;;;129,998414019349
92,3;1;;;;134,442801254651
92,4;1;;;;134,442801254651
92,5;1;;;;134,442801254651
92,6;1;;;;134,442801254651
92,7;1;;;;134,442801254651
92,8;1;;;;134,442801254651
92,9;1;;;;134,442801254651
93;1;;;;134,442801254651
93,1;1;;;;134,442801254651
93,201;1;;;;132,220606192591
93,3;1;;;;132,220606192591
93,4;1;;;;132,220606192591
93,5;1;;;;132,220606192591
93,6;1;;;;132,220606192591
93,7;1;;;;132,220606192591
93,801;1;;;;132,220606192591
93,9;1;;;;132,220606192591
94;1;;;;132,220606192591
94,1;1;;;;133,331703723621
94,2;1;;;;133,331703723621
94,3;1;;;;133,331703723621
94,4;1;;;;133,331703723621
94,5;1;;;;133,331703723621
94,601;1;;;;133,331703723621
94,7;1;;;;133,331703723621
94,8;1;;;;133,331703723621
94,9;1;;;;133,331703723621
95,001;1;;;;127,776230265656
95,1;1;;;;127,776230265656
95,2;1;;;;127,776230265656
95,3;1;;;;127,776230265656
95,4;1;;;;127,776230265656
95,501;1;;;;127,776230265656
95,6;1;;;;127,776230265656
95,7;1;;;;127,776230265656
95,8;1;;;;127,776230265656
95,9;1;;;;127,776230265656
96;1;;;;147,998194422028
96,101;1;;;;147,998194422028
96,201;1;;;;147,998194422028
96,301;1;;;;147,998194422028
96,402;1;;;;147,998194422028
96,5;1;;;;147,998194422028
96,601;1;;;;147,998194422028
96,701;1;;;;147,998194422028
96,8;1;;;;147,998194422028
96,9;1;;;;136,664996316712
97;1;;;;136,664996316712
97,1;1;;;;136,664996316712
97,201;1;;;;136,664996316712
97,3;1;;;;136,664996316712
97,4;1;;;;136,664996316712
97,5;1;;;;136,664996316712
97,6;1;;;;136,664996316712
97,7;1;;;;136,664996316712
97,8;1;;;;136,664996316712
97,9;1;;;;140,998279820986
98;1;;;;140,998279820986
98,1;1;;;;140,998279820986
98,2;1;;;;140,998279820986
98,3;1;;;;140,998279820986
98,4;1;;;;140,998279820986
98,501;1;;;;140,998279820986
98,6;1;;;;140,998279820986
98,7;1;;;;140,998279820986
98,8;1;;;;138,887206810495
98,901;1;;;;138,887206810495
99,001;1;;;;138,887206810495
99,101;1;;;;138,887206810495
99,2;1;;;;138,887206810495
99,3;1;;;;138,887206810495
99,401;1;;;;138,887206810495
99,5;1;;;;138,887206810495
99,6;1;;;;138,887206810495
99,701;1;;;;147,775971627013
99,8;1;;;;147,775971627013
99,9;1;;;;147,775971627013
100;1;;;;147,775971627013
100,1;1;;;;147,775971627013
100,2;1;;;;147,775971627013
100,3;1;;;;147,775971627013
100,4;1;;;;147,775971627013
100,501;1;;;;147,775971627013
100,6;1;;;;128,8873135995
100,7;1;;;;128,8873135995
100,801;1;;;;128,8873135995
100,9;1;;;;128,8873135995
101;1;;;;128,8873135995
101,1;1;;;;128,8873135995
101,2;1;;;;128,8873135995
101,3;1;;;;128,8873135995
101,4;1;;;;128,8873135995
101,5;1;;;;142,220499773947
101,6;1;;;;142,220499773947
101,7;1;;;;142,220499773947
101,8;1;;;;142,220499773947
101,9;1;;;;142,220499773947
102;1;;;;142,220499773947
102,101;1;;;;142,220499773947
102,2;1;;;;142,220499773947
102,3;1;;;;142,220499773947
102,4;1;;;;142,220499773947
102,5;1;;;;127,998438419051
102,6;1;;;;127,998438419051
102,7;1;;;;127,998438419051
102,8;1;;;;127,998438419051
102,9;1;;;;127,998438419051
103;1;;;;127,998438419051
103,101;1;;;;127,998438419051
103,201;1;;;;127,998438419051
103,301;1;;;;127,998438419051
103,4;1;;;;127,998438419051
103,5;1;;;;154,99810902307
103,6;1;;;;154,99810902307
103,7;1;;;;154,99810902307
103,8;1;;;;154,99810902307
103,9;1;;;;154,99810902307
104,001;1;;;;154,99810902307
104,1;1;;;;154,99810902307
104,201;1;;;;154,99810902307
104,3;1;;;;154,99810902307
104,4;1;;;;129,998411130531
104,501;1;;;;129,998411130531
104,6;1;;;;129,998411130531
104,7;1;;;;129,998411130531
104,801;1;;;;129,998411130531
104,9;1;;;;129,998411130531
105;1;;;;129,998411130531
105,1;1;;;;129,998411130531
105,2;1;;;;129,998411130531
105,301;1;;;;132,220620883592
105,4;1;;;;132,220620883592
105,5;1;;;;132,220620883592
105,6;1;;;;132,220620883592
105,7;1;;;;132,220620883592
105,8;1;;;;132,220620883592
105,9;1;;;;132,220620883592
106;1;;;;132,220620883592
106,1;1;;;;132,220620883592
106,2;1;;;;141,109386440832
106,3;1;;;;141,109386440832
106,4;1;;;;141,109386440832
106,5;1;;;;141,109386440832
106,6;1;;;;141,109386440832
106,7;1;;;;141,109386440832
106,8;1;;;;141,109386440832
106,9;1;;;;141,109386440832
107,001;1;;;;141,109386440832
107,1;1;;;;166,664629654526
107,2;1;;;;166,664629654526
107,3;1;;;;166,664629654526
107,4;1;;;;166,664629654526
107,5;1;;;;166,664629654526
107,6;1;;;;166,664629654526
107,701;1;;;;166,664629654526
107,8;1;;;;166,664629654526
107,9;1;;;;166,664629654526
108;1;;;;115,554156066332
108,1;1;;;;115,554156066332
108,2;1;;;;115,554156066332
108,301;1;;;;115,554156066332
108,4;1;;;;115,554156066332
108,501;1;;;;115,554156066332
108,6;1;;;;115,554156066332
108,7;1;;;;115,554156066332
108,8;1;;;;115,554156066332
108,9;1;;;;147,775971627013
109;1;;;;147,775971627013
109,1;1;;;;147,775971627013
109,2;1;;;;147,775971627013
109,3;1;;;;147,775971627013
109,4;1;;;;147,775971627013
109,501;1;;;;147,775971627013
109,6;1;;;;147,775971627013
109,7;1;;;;147,775971627013
109,8;1;;;;125,554034956688
109,901;1;;;;125,554034956688
110;1;;;;125,554034956688
110,1;1;;;;125,554034956688
110,2;1;;;;125,554034956688
110,3;1;;;;125,554034956688
110,4;1;;;;125,554034956688
110,5;1;;;;125,554034956688
110,6;1;;;;125,554034956688
110,701;1;;;;140,95277416147
110,8;1;;;;140,95277416147
110,9;1;;;;140,95277416147
111;1;;;;140,95277416147
111,101;1;;;;140,95277416147
111,201;1;;;;140,95277416147
111,301;1;;;;140,95277416147
111,4;1;;;;140,95277416147
111,5;1;;;;140,95277416147
111,6;1;;;;140,95277416147
111,7;1;;;;143,14139507005
111,801;1;;;;143,14139507005
111,9;1;;;;143,14139507005
112;1;;;;143,14139507005
112,102;1;;;;143,14139507005
112,201;1;;;;143,14139507005
112,3;1;;;;143,14139507005
112,401;1;;;;143,14139507005
112,5;1;;;;143,14139507005
112,6;1;;;;143,14139507005
112,7;1;;;;137,998330220204
112,8;1;;;;137,998330220204
112,9;1;;;;137,998330220204
113;1;;;;137,998330220204
113,101;1;;;;137,998330220204
113,201;1;;;;137,998330220204
113,301;1;;;;137,998330220204
113,4;1;;;;137,998330220204
113,501;1;;;;137,998330220204
113,6;1;;;;137,998330220204
113,7;1;;;;135,998340820242
113,8;1;;;;135,998340820242
113,9;1;;;;135,998340820242
114;1;;;;135,998340820242
114,101;1;;;;135,998340820242
114,201;1;;;;135,998340820242
114,3;1;;;;135,998340820242
114,4;1;;;;135,998340820242
114,501;1;;;;135,998340820242
114,6;1;;;;132,220606192591
114,701;1;;;;132,220606192591
114,8;1;;;;132,220606192591
114,9;1;;;;132,220606192591
115,001;1;;;;132,220606192591
115,101;1;;;;132,220606192591
115,201;1;;;;132,220606192591
115,301;1;;;;132,220606192591
115,4;1;;;;132,220606192591
115,501;1;;;;153,161299158534
115,6;1;;;;153,161299158534
115,7;1;;;;153,161299158534
115,8;1;;;;153,161299158534
115,901;1;;;;153,161299158534
116,001;1;;;;153,161299158534
116,101;1;;;;153,161299158534
116,2;1;;;;153,161299158534
116,3;1;;;;153,161299158534
116,401;1;;;;153,161299158534
116,5;1;;;;154,306730919722
116,6;1;;;;154,306730919722
116,7;1;;;;154,306730919722
116,8;1;;;;154,306730919722
116,901;1;;;;154,306730919722
117,001;1;;;;154,306730919722
117,101;1;;;;154,306730919722
117,201;1;;;;154,306730919722
117,3;1;;;;154,306730919722
117,4;1;;;;137,623181071041
117,501;1;;;;137,623181071041
117,6;1;;;;137,623181071041
117,7;1;;;;137,623181071041
117,801;1;;;;137,623181071041
117,9;1;;;;137,623181071041
118,001;1;;;;137,623181071041
118,1;1;;;;137,623181071041
118,2;1;;;;137,623181071041
118,302;1;;;;115,297941521549
118,4;1;;;;115,297941521549
118,5;1;;;;115,297941521549
118,6;1;;;;115,297941521549
118,7;1;;;;115,297941521549
118,8;1;;;;115,297941521549
118,901;1;;;;115,297941521549
119;1;;;;115,297941521549
119,1;1;;;;115,297941521549
119,2;1;;;;115,297941521549
119,3;1;;;;136,407558503296
119,4;1;;;;136,407558503296
119,5;1;;;;136,407558503296
119,6;1;;;;136,407558503296
119,7;1;;;;136,407558503296
119,8;1;;;;136,407558503296
119,9;1;;;;136,407558503296
120;1;;;;136,407558503296
120,1;1;;;;136,407558503296
120,201;1;;;;137,623196345349
120,3;1;;;;137,623196345349
120,401;1;;;;137,623196345349
120,5;1;;;;137,623196345349
120,601;1;;;;137,623196345349
120,7;1;;;;137,623196345349
120,8;1;;;;137,623196345349
120,901;1;;;;137,623196345349
121,001;1;;;;137,623196345349
121,1;1;;;;137,623196345349
121,201;1;;;;131,866524703695
121,3;1;;;;131,866524703695
121,401;1;;;;131,866524703695
121,5;1;;;;131,866524703695
121,6;1;;;;131,866524703695
121,7;1;;;;131,866524703695
121,8;1;;;;131,866524703695
121,9;1;;;;131,866524703695
122,001;1;;;;131,866524703695
122,1;1;;;;131,866524703695
122,2;1;;;;127,125574642632
122,3;1;;;;127,125574642632
122,401;1;;;;127,125574642632
122,5;1;;;;127,125574642632
122,6;1;;;;127,125574642632
122,701;1;;;;127,125574642632
122,8;1;;;;127,125574642632
122,9;1;;;;127,125574642632
123;1;;;;127,125574642632
123,101;1;;;;121,109644338752
123,2;1;;;;121,109644338752
123,3;1;;;;121,109644338752
123,4;1;;;;121,109644338752
123,501;1;;;;121,109644338752
123,6;1;;;;121,109644338752
123,701;1;;;;121,109644338752
123,8;1;;;;121,109644338752
123,9;1;;;;121,109644338752
124;1;;;;142,220483971863
124,101;1;;;;142,220483971863
124,201;1;;;;142,220483971863
124,3;1;;;;142,220483971863
124,4;1;;;;142,220483971863
124,5;1;;;;142,220483971863
124,6;1;;;;142,220483971863
124,7;1;;;;142,220483971863
124,8;1;;;;142,220483971863
124,9;1;;;;134,442816192559
125;1;;;;134,442816192559
125,1;1;;;;134,442816192559
125,2;1;;;;134,442816192559
125,3;1;;;;134,442816192559
125,4;1;;;;134,442816192559
125,5;1;;;;134,442816192559
125,6;1;;;;134,442816192559
125,7;1;;;;134,442816192559
125,8;1;;;;133,331703723621
125,9;1;;;;133,331703723621
126;1;;;;133,331703723621
126,1;1;;;;133,331703723621
126,2;1;;;;133,331703723621
126,3;1;;;;133,331703723621
126,4;1;;;;133,331703723621
126,5;1;;;;133,331703723621
126,601;1;;;;133,331703723621
126,7;1;;;;133,331703723621
126,8;1;;;;143,998257621083
126,9;1;;;;143,998257621083
127;1;;;;143,998257621083
127,1;1;;;;143,998257621083
127,2;1;;;;143,998257621083
127,3;1;;;;143,998257621083
127,4;1;;;;143,998257621083
127,5;1;;;;143,998257621083
127,6;1;;;;143,998257621083
127,7;1;;;;146,664874095983
127,801;1;;;;146,664874095983
127,9;1;;;;146,664874095983
128;1;;;;146,664874095983
128,101;1;;;;146,664874095983
128,2;1;;;;146,664874095983
128,3;1;;;;146,664874095983
128,401;1;;;;146,664874095983
128,5;1;;;;146,664874095983
128,601;1;;;;134,293587980613
128,7;1;;;;134,293587980613
128,8;1;;;;134,293587980613
128,901;1;;;;134,293587980613
129;1;;;;134,293587980613
129,1;1;;;;134,293587980613
129,2;1;;;;134,293587980613
129,301;1;;;;134,293587980613
129,4;1;;;;134,293587980613
129,501;1;;;;148,887085700851
129,6;1;;;;148,887085700851
129,7;1;;;;148,887085700851
129,801;1;;;;148,887085700851
129,9;1;;;;148,887085700851
130,001;1;;;;148,887085700851
130,1;1;;;;148,887085700851
130,2;1;;;;148,887085700851
130,3;1;;;;148,887085700851
130,401;1;;;;148,887085700851
130,501;1;;;;140,998279820986
130,6;1;;;;140,998279820986
130,7;1;;;;140,998279820986
130,8;1;;;;140,998279820986
130,9;1;;;;140,998279820986
131;1;;;;140,998279820986
131,1;1;;;;140,998279820986
131,2;1;;;;140,998279820986
131,301;1;;;;140,998279820986
131,4;1;;;;140,998279820986
131,501;1;;;;142,140420521433
131,6;1;;;;142,140420521433
131,701;1;;;;142,140420521433
131,8;1;;;;142,140420521433
131,9;1;;;;142,140420521433
132;1;;;;142,140420521433
132,1;1;;;;142,140420521433
132,201;1;;;;142,140420521433
132,3;1;;;;142,140420521433
132,4;1;;;;119,998533351259
132,501;1;;;;119,998533351259
132,6;1;;;;119,998533351259
132,7;1;;;;119,998533351259
132,8;1;;;;119,998533351259
132,9;1;;;;119,998533351259
133;1;;;;119,998533351259
133,101;1;;;;119,998533351259
133,201;1;;;;119,998533351259
133,3;1;;;;137,776109156011
133,4;1;;;;137,776109156011
133,5;1;;;;137,776109156011
133,6;1;;;;137,776109156011
133,7;1;;;;137,776109156011
133,801;1;;;;137,776109156011
133,901;1;;;;137,776109156011
134,001;1;;;;137,776109156011
134,1;1;;;;137,776109156011
134,2;1;;;;155,38101088666
134,3;1;;;;155,38101088666
134,4;1;;;;155,38101088666
134,501;1;;;;155,38101088666
134,6;1;;;;155,38101088666
134,7;1;;;;155,38101088666
134,8;1;;;;155,38101088666
134,9;1;;;;155,38101088666
135,001;1;;;;155,38101088666
135,1;1;;;;155,38101088666
135,201;1;;;;130,128553998495
135,3;1;;;;130,128553998495
135,4;1;;;;130,128553998495
135,501;1;;;;130,128553998495
135,6;1;;;;130,128553998495
135,701;1;;;;130,128553998495
135,8;1;;;;130,128553998495
135,9;1;;;;130,128553998495
136;1;;;;130,128553998495
136,1;1;;;;130,128553998495
136,2;1;;;;133,131507302914
136,3;1;;;;133,131507302914
136,4;1;;;;133,131507302914
136,5;1;;;;133,131507302914
136,6;1;;;;133,131507302914
136,7;1;;;;133,131507302914
136,802;1;;;;133,131507302914
136,9;1;;;;133,131507302914
137;1;;;;133,131507302914
137,101;1;;;;132,220620883592
137,2;1;;;;132,220620883592
137,3;1;;;;132,220620883592
137,4;1;;;;132,220620883592
137,5;1;;;;132,220620883592
137,6;1;;;;132,220620883592
137,7;1;;;;132,220620883592
137,801;1;;;;132,220620883592
137,9;1;;;;132,220620883592
138;1;;;;144,442695082915
138,1;1;;;;144,442695082915
138,201;1;;;;144,442695082915
138,3;1;;;;144,442695082915
138,401;1;;;;144,442695082915
138,5;1;;;;144,442695082915
138,6;1;;;;144,442695082915
138,701;1;;;;144,442695082915
138,8;1;;;;144,442695082915
138,9;1;;;;131,109508661561
139,001;1;;;;131,109508661561
139,1;1;;;;131,109508661561
139,201;1;;;;131,109508661561
139,3;1;;;;131,109508661561
139,4;1;;;;131,109508661561
139,5;1;;;;131,109508661561
139,6;1;;;;131,109508661561
139,701;1;;;;131,109508661561
139,801;1;;;;143,331597428431
139,9;1;;;;143,331597428431
140,001;1;;;;143,331597428431
140,101;1;;;;143,331597428431
140,2;1;;;;143,331597428431
140,301;1;;;;143,331597428431
140,4;1;;;;143,331597428431
140,5;1;;;;143,331597428431
140,601;1;;;;143,331597428431
140,7;1;;;;149,998166689074
140,8;1;;;;149,998166689074
140,9;1;;;;149,998166689074
141;1;;;;149,998166689074
141,1;1;;;;149,998166689074
141,2;1;;;;149,998166689074
141,301;1;;;;149,998166689074
141,401;1;;;;149,998166689074
141,5;1;;;;149,998166689074
141,6;1;;;;123,33183964772
141,7;1;;;;123,33183964772
141,8;1;;;;123,33183964772
141,9;1;;;;123,33183964772
142;1;;;;123,33183964772
142,1;1;;;;123,33183964772
142,2;1;;;;123,33183964772
142,3;1;;;;123,33183964772
142,401;1;;;;123,33183964772
142,5;1;;;;124,442937302204
142,6;1;;;;124,442937302204
142,7;1;;;;124,442937302204
142,8;1;;;;124,442937302204
142,9;1;;;;124,442937302204
143;1;;;;124,442937302204
143,1;1;;;;124,442937302204
143,2;1;;;;124,442937302204
143,301;1;;;;124,442937302204
143,4;1;;;;134,442801254651
143,5;1;;;;134,442801254651
143,601;1;;;;134,442801254651
143,701;1;;;;134,442801254651
143,801;1;;;;134,442801254651
143,901;1;;;;134,442801254651
144;1;;;;134,442801254651
144,1;1;;;;134,442801254651
144,2;1;;;;134,442801254651
144,3;1;;;;146,664890391883
144,401;1;;;;146,664890391883
144,501;1;;;;146,664890391883
144,601;1;;;;146,664890391883
144,7;1;;;;146,664890391883
144,8;1;;;;146,664890391883
144,901;1;;;;146,664890391883
145,001;1;;;;146,664890391883
145,1;1;;;;146,664890391883
145,201;1;;;;136,665011501527
145,3;1;;;;136,665011501527
145,4;1;;;;136,665011501527
145,5;1;;;;136,665011501527
145,6;1;;;;136,665011501527
145,7;1;;;;136,665011501527
145,801;1;;;;136,665011501527
145,9;1;;;;136,665011501527
146,001;1;;;;136,665011501527
146,1;1;;;;137,776093847742
146,2;1;;;;137,776093847742
146,303;1;;;;137,776093847742
146,401;1;;;;137,776093847742
146,5;1;;;;137,776093847742
146,6;1;;;;137,776093847742
146,701;1;;;;137,776093847742
146,8;1;;;;137,776093847742
146,901;1;;;;137,776093847742
147;1;;;;137,776093847742
147,1;1;;;;140,13844276761
147,2;1;;;;140,13844276761
147,3;1;;;;140,13844276761
147,4;1;;;;140,13844276761
147,501;1;;;;140,13844276761
147,6;1;;;;140,13844276761
147,701;1;;;;140,13844276761
147,8;1;;;;140,13844276761
147,9;1;;;;140,13844276761
148;1;;;;134,293587980613
148,1;1;;;;134,293587980613
148,2;1;;;;134,293587980613
148,3;1;;;;134,293587980613
148,4;1;;;;134,293587980613
